dataset_id,link,closed_model,model_name
open-llm-leaderboard-old/details_fzzhang__Marcoroni-neural-chat-7B-v2_gsm8k_merged,https://huggingface.co/datasets/open-llm-leaderboard-old/details_fzzhang__Marcoroni-neural-chat-7B-v2_gsm8k_merged,False,
ytu-ce-cosmos/gsm8k_tr,https://huggingface.co/datasets/ytu-ce-cosmos/gsm8k_tr,True,GPT-4o
Lyric1010/openmathinstruct-dropout-entropy,https://huggingface.co/datasets/Lyric1010/openmathinstruct-dropout-entropy,False,
innodatalabs/rt-gsm8k-gaia,https://huggingface.co/datasets/innodatalabs/rt-gsm8k-gaia,False,
open-llm-leaderboard-old/details_fzzhang__Marcoroni-neural-chat-7B-v2_gsm8k_quantized_mergedfloat_s,https://huggingface.co/datasets/open-llm-leaderboard-old/details_fzzhang__Marcoroni-neural-chat-7B-v2_gsm8k_quantized_mergedfloat_s,False,
open-llm-leaderboard-old/details_fzzhang__Marcoroni-neural-chat-7B-v2_gsm8k_merged_s,https://huggingface.co/datasets/open-llm-leaderboard-old/details_fzzhang__Marcoroni-neural-chat-7B-v2_gsm8k_merged_s,False,
malhajar/gsm8k-tr,https://huggingface.co/datasets/malhajar/gsm8k-tr,False,
tfshaman/metamath_gsm8k_sympy_v1,https://huggingface.co/datasets/tfshaman/metamath_gsm8k_sympy_v1,False,
hroch/gsm8k_cz,https://huggingface.co/datasets/hroch/gsm8k_cz,False,
kuotient/gsm8k-ko,https://huggingface.co/datasets/kuotient/gsm8k-ko,False,
mistobaan/gsm8k-train-nomic-text-v1.5,https://huggingface.co/datasets/mistobaan/gsm8k-train-nomic-text-v1.5,False,
Cleanlab/bad_data_gsm8k_svamp.csv,https://huggingface.co/datasets/Cleanlab/bad_data_gsm8k_svamp.csv,False,
malhajar/gsm8k_tr-v0.2,https://huggingface.co/datasets/malhajar/gsm8k_tr-v0.2,True,GPT-4
simonbutt/amharic_gsm8k,https://huggingface.co/datasets/simonbutt/amharic_gsm8k,False,
FriendliAI/gsm8k,https://huggingface.co/datasets/FriendliAI/gsm8k,False,
sapienzanlp/gsm8k_italian,https://huggingface.co/datasets/sapienzanlp/gsm8k_italian,False,
Lyric1010/ablation_openmathinstruct_thinking,https://huggingface.co/datasets/Lyric1010/ablation_openmathinstruct_thinking,False,
simonko912/OpenMath-chat,https://huggingface.co/datasets/simonko912/OpenMath-chat,False,
mei2505/OpenMathInstruct-1-1.8m-ja-filtered,https://huggingface.co/datasets/mei2505/OpenMathInstruct-1-1.8m-ja-filtered,True,OpenMathInstruct-1-1.8m-ja
wendlerc/GSM8K_solutions_of_DeepSeek-R1-Distill-Llama-8B,https://huggingface.co/datasets/wendlerc/GSM8K_solutions_of_DeepSeek-R1-Distill-Llama-8B,False,
yuhuanstudio/gsm8k_zhtw,https://huggingface.co/datasets/yuhuanstudio/gsm8k_zhtw,False,
LumiOpen/opengpt-x_gsm8kx,https://huggingface.co/datasets/LumiOpen/opengpt-x_gsm8kx,False,
hamishivi/rds-sels-gsm8k-shots-top326k,https://huggingface.co/datasets/hamishivi/rds-sels-gsm8k-shots-top326k,False,
hiyouga/gsm8k,https://huggingface.co/datasets/hiyouga/gsm8k,False,
TwinDoc/math-qa-sample_addsub-ko,https://huggingface.co/datasets/TwinDoc/math-qa-sample_addsub-ko,True,gpt-4o
mihailgribov/olympiad_style_integer_math_problems,https://huggingface.co/datasets/mihailgribov/olympiad_style_integer_math_problems,False,
google/Synthetic-Persona-Chat,https://huggingface.co/datasets/google/Synthetic-Persona-Chat,False,
Lots-of-LoRAs/task1678_mathqa_answer_selection,https://huggingface.co/datasets/Lots-of-LoRAs/task1678_mathqa_answer_selection,False,
Lots-of-LoRAs/task1726_mathqa_correct_answer_generation,https://huggingface.co/datasets/Lots-of-LoRAs/task1726_mathqa_correct_answer_generation,False,
TwinDoc/math-qa-sample_ext-ko,https://huggingface.co/datasets/TwinDoc/math-qa-sample_ext-ko,True,gpt-4o
microsoft/CancerGUIDE,https://huggingface.co/datasets/microsoft/CancerGUIDE,True,GPT-4.1
microsoft/orca-math-word-problems-200k,https://huggingface.co/datasets/microsoft/orca-math-word-problems-200k,True,Azure GPT-4 Turbo
french-datasets/yzhuang-mathqa_test_French_by_Meta-Llama-3-8B-Instruct,https://huggingface.co/datasets/french-datasets/yzhuang-mathqa_test_French_by_Meta-Llama-3-8B-Instruct,False,
french-datasets/Vivian12300-mathqa_test_French_by_llama-8B-instruct,https://huggingface.co/datasets/french-datasets/Vivian12300-mathqa_test_French_by_llama-8B-instruct,False,
kz-transformers/gsm8k-kk-translated,https://huggingface.co/datasets/kz-transformers/gsm8k-kk-translated,False,
ai2-adapt-dev/gsm8k_math_ground_truth,https://huggingface.co/datasets/ai2-adapt-dev/gsm8k_math_ground_truth,False,
ai2-adapt-dev/numina_math_gsm8k_prefs_balance_minerva_format_v2_messages_format,https://huggingface.co/datasets/ai2-adapt-dev/numina_math_gsm8k_prefs_balance_minerva_format_v2_messages_format,False,
LocalDoc/gsm8k_azerbaijan,https://huggingface.co/datasets/LocalDoc/gsm8k_azerbaijan,False,
Lots-of-LoRAs/task1422_mathqa_physics,https://huggingface.co/datasets/Lots-of-LoRAs/task1422_mathqa_physics,False,
Lots-of-LoRAs/task1424_mathqa_probability,https://huggingface.co/datasets/Lots-of-LoRAs/task1424_mathqa_probability,False,
allenai/pixmo-docs,https://huggingface.co/datasets/allenai/pixmo-docs,True,Claude
allenai/tulu-3-sft-personas-math-grade-filtered,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math-grade-filtered,True,GPT-4o
BAAI/JudgeLM-100K,https://huggingface.co/datasets/BAAI/JudgeLM-100K,True,GPT-4
allenai/olmo-mix-1124,https://huggingface.co/datasets/allenai/olmo-mix-1124,,
Lots-of-LoRAs/task1420_mathqa_general,https://huggingface.co/datasets/Lots-of-LoRAs/task1420_mathqa_general,False,
allenai/tulu-3-sft-personas-math,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math,True,GPT-4o
allenai/href,https://huggingface.co/datasets/allenai/href,False,
allenai/Dolci-RL-Zero-Mix-7B,https://huggingface.co/datasets/allenai/Dolci-RL-Zero-Mix-7B,True,allenai/Olmo-3-7B-RL-Zero-Mix
adityasihag/math_QAaugP,https://huggingface.co/datasets/adityasihag/math_QAaugP,False,
Sulav/orca-math-word-problems-25k_sharegpt_axolotol,https://huggingface.co/datasets/Sulav/orca-math-word-problems-25k_sharegpt_axolotol,False,
agicorp/orca-math-word-problems-200k,https://huggingface.co/datasets/agicorp/orca-math-word-problems-200k,True,Azure GPT-4 Turbo
microsoft/orca-agentinstruct-1M-v1,https://huggingface.co/datasets/microsoft/orca-agentinstruct-1M-v1,True,Orca-3-Mistral
microsoft/NextCoderDataset,https://huggingface.co/datasets/microsoft/NextCoderDataset,True,GPT-4o
allenai/Molmo2-SynMultiImageQA,https://huggingface.co/datasets/allenai/Molmo2-SynMultiImageQA,True,Claude-sonnet-4-5
allenai/reward-bench,https://huggingface.co/datasets/allenai/reward-bench,True,GPT-4 Turbo
allenai/Dolci-Instruct-DPO,https://huggingface.co/datasets/allenai/Dolci-Instruct-DPO,True,Olmo 3 Instruct 7B
allenai/DS_Critique_Bank,https://huggingface.co/datasets/allenai/DS_Critique_Bank,True,gpt-4-0613
Lots-of-LoRAs/task1421_mathqa_other,https://huggingface.co/datasets/Lots-of-LoRAs/task1421_mathqa_other,False,
Lots-of-LoRAs/task1419_mathqa_gain,https://huggingface.co/datasets/Lots-of-LoRAs/task1419_mathqa_gain,False,
allenai/tulu-3-pref-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-pref-personas-instruction-following,False,
allenai/tulu-3-sft-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-instruction-following,False,
allenai/tulu-2.5-prompts,https://huggingface.co/datasets/allenai/tulu-2.5-prompts,False,
allenai/MolmoAct-Midtraining-Mixture,https://huggingface.co/datasets/allenai/MolmoAct-Midtraining-Mixture,False,
BAAI/CMMU,https://huggingface.co/datasets/BAAI/CMMU,False,
VedantPadwal/quantitative-finance-reasoning,https://huggingface.co/datasets/VedantPadwal/quantitative-finance-reasoning,True,gemini-2.5-pro-exp-03-25
allenai/MoNaCo_Benchmark,https://huggingface.co/datasets/allenai/MoNaCo_Benchmark,,
allenai/drop_mc,https://huggingface.co/datasets/allenai/drop_mc,False,
allenai/MolmoAct-Pretraining-Mixture,https://huggingface.co/datasets/allenai/MolmoAct-Pretraining-Mixture,False,
casperhansen/gsm8k_synthetic_cot,https://huggingface.co/datasets/casperhansen/gsm8k_synthetic_cot,False,
google/reveal,https://huggingface.co/datasets/google/reveal,False,
google/TACT,https://huggingface.co/datasets/google/TACT,False,
google/coverbench,https://huggingface.co/datasets/google/coverbench,False,
microsoft/rStar-Coder,https://huggingface.co/datasets/microsoft/rStar-Coder,False,
deepmind/pg19,https://huggingface.co/datasets/deepmind/pg19,False,
microsoft/AgentRx,https://huggingface.co/datasets/microsoft/AgentRx,False,
openai/graphwalks,https://huggingface.co/datasets/openai/graphwalks,False,
google/frames-benchmark,https://huggingface.co/datasets/google/frames-benchmark,False,
allenai/common_gen,https://huggingface.co/datasets/allenai/common_gen,False,
allenai/atomic,https://huggingface.co/datasets/allenai/atomic,False,
allenai/social_i_qa,https://huggingface.co/datasets/allenai/social_i_qa,False,
microsoft/Verus_Training_Data,https://huggingface.co/datasets/microsoft/Verus_Training_Data,False,
allenai/winogrande,https://huggingface.co/datasets/allenai/winogrande,False,
EleutherAI/logiqa,https://huggingface.co/datasets/EleutherAI/logiqa,False,
EleutherAI/mutual,https://huggingface.co/datasets/EleutherAI/mutual,False,
microsoft/WebSTAR,https://huggingface.co/datasets/microsoft/WebSTAR,False,
microsoft/TemporalBench,https://huggingface.co/datasets/microsoft/TemporalBench,False,
microsoft/Eureka-Bench-Logs,https://huggingface.co/datasets/microsoft/Eureka-Bench-Logs,False,
microsoft/LiveDRBench,https://huggingface.co/datasets/microsoft/LiveDRBench,False,
allenai/swag,https://huggingface.co/datasets/allenai/swag,False,
allenai/ropes,https://huggingface.co/datasets/allenai/ropes,False,
allenai/quoref,https://huggingface.co/datasets/allenai/quoref,False,
allenai/openbookqa,https://huggingface.co/datasets/allenai/openbookqa,False,
allenai/cosmos_qa,https://huggingface.co/datasets/allenai/cosmos_qa,False,
allenai/UNcommonsense,https://huggingface.co/datasets/allenai/UNcommonsense,True,GPT-4
allenai/persona-bias,https://huggingface.co/datasets/allenai/persona-bias,,
allenai/discoverybench,https://huggingface.co/datasets/allenai/discoverybench,False,
Qwen/DeepPlanning,https://huggingface.co/datasets/Qwen/DeepPlanning,False,
BAAI/ROME,https://huggingface.co/datasets/BAAI/ROME,False,
BAAI/CCI4.0-M2-Extra-v1,https://huggingface.co/datasets/BAAI/CCI4.0-M2-Extra-v1,False,
BAAI/CCI4.0-M2-CoT-v1,https://huggingface.co/datasets/BAAI/CCI4.0-M2-CoT-v1,False,
BAAI/CCI4.0-M2-Base-v1,https://huggingface.co/datasets/BAAI/CCI4.0-M2-Base-v1,,
BAAI/OpenSeek-Pretrain-100B,https://huggingface.co/datasets/BAAI/OpenSeek-Pretrain-100B,False,
Qwen/Qwen3GuardTest,https://huggingface.co/datasets/Qwen/Qwen3GuardTest,False,
Qwen/RationaleRM,https://huggingface.co/datasets/Qwen/RationaleRM,True,GPT-5
