dataset_id,link,tags,description,score
allenai/tulu-3-do-anything-now-eval,https://huggingface.co/datasets/allenai/tulu-3-do-anything-now-eval,"['language:en', 'license:odc-by', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2308.03825', 'arxiv:2411.15124', 'region:us']","This data comes from the Do Anything Now benchmark.
This is one of the datasets included in the Ai2 Safety Evaluation Suite, and the Tülu 3 evaluation suite.
The repo for Ai2's safety suite includes instructions on how to evaluate models on various safety-related evaluation including this one.
",5
allenai/tulu-3-harmbench-eval,https://huggingface.co/datasets/allenai/tulu-3-harmbench-eval,"['language:en', 'license:odc-by', 'size_categories:n<1K', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2402.04249', 'arxiv:2411.15124', 'region:us']","This data comes from the HarmBench benchmark.
This is one of the datasets included in the Ai2 Safety Evaluation Suite, and the Tülu 3 evaluation suite.
The repo for Ai2's safety suite includes instructions on how to evaluate models on various safety-related evaluation including this one.
",5
allenai/tulu-3-sft-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-instruction-following,"['task_categories:text-generation', 'language:en', 'license:odc-by', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2311.07911', 'arxiv:2406.20094', 'region:us']","



	
		
		Dataset Descriptions
	

This dataset contains 29980 examples and is synthetically created to enhance model's capabilities to follow instructions precisely and to satisfy user constraints. The constraints are borrowed from the taxonomy in IFEval dataset.
To generate diverse instructions, we expand the methodology in Ge et al., 2024 by using personas. More details and exact prompts used to construct the dataset can be found in our paper.

Curated by: Allen Institute for AI
Paper: TBD… See the full description on the dataset page: https://huggingface.co/datasets/allenai/tulu-3-sft-personas-instruction-following.",5
allenai/href_preference,https://huggingface.co/datasets/allenai/href_preference,"['task_categories:text-generation', 'language:en', 'license:odc-by', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2412.15524', 'region:us']","
	
		
		HREF: Human Reference-Guided Evaluation of Instruction Following in Language Models
	





📑 Paper | 🤗 Leaderboard | 📁 Codebase


HREF is evaluation benchmark that evaluates language models' capacity of following human instructions. This dataset contains the human agreement set of HREF, which contains 1,752 pairs of language model outputs along with the preference data from 4 human annotators for each model pairs. The dataset contains 438 instructions human-written instruction and… See the full description on the dataset page: https://huggingface.co/datasets/allenai/href_preference.",5
allenai/super,https://huggingface.co/datasets/allenai/super,"['language:en', 'license:apache-2.0', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2409.07440', 'region:us']","Paper: https://huggingface.co/papers/2409.07440
See GitHub repository here for details: https://github.com/allenai/super-benchmark
",5
allenai/tulu-v3.1-mix-preview-4096-OLMoE,https://huggingface.co/datasets/allenai/tulu-v3.1-mix-preview-4096-OLMoE,"['task_categories:question-answering', 'task_categories:text-generation', 'language:en', 'license:odc-by', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		OLMoE SFT Mix
	

The SFT mix used is an expanded version of the Tulu v2 SFT mix with new additions for code, CodeFeedback-Filtered-Instruction, reasoning, MetaMathQA, and instruction following, No Robots and a subset of Daring Anteater.
Please see the referenced datasets for the multiple licenses used in subsequent data.
We do not introduce any new data with this dataset.
Config for creation via open-instruct:
dataset_mixer:
 allenai/tulu-v2-sft-mixture-olmo-4096: 1.0… See the full description on the dataset page: https://huggingface.co/datasets/allenai/tulu-v3.1-mix-preview-4096-OLMoE.",5
allenai/DS_Critique_Bank,https://huggingface.co/datasets/allenai/DS_Critique_Bank,"['language:en', 'license:odc-by', 'arxiv:2311.09613', 'region:us']","
	
		
		DS Critique Bank
	

DS (Digital Socrates) Critique Bank is a dataset of multiple-choice questions and associated answers and explanations
provided by ""student models"", along with ""critiques"" of the explanations provided by ""critique models"". Some of the
instances have human annotations. For details refer to our paper at https://aclanthology.org/2024.acl-long.302/.
The student models are: gpt-4-0613, gpt-3.5-turbo-0613, Llama-2-70b-Chat, and Llama-2-7b-Chat.
The critique models are:… See the full description on the dataset page: https://huggingface.co/datasets/allenai/DS_Critique_Bank.",5
google/air_dialogue,https://huggingface.co/datasets/google/air_dialogue,"['task_categories:text-generation', 'task_categories:fill-mask', 'task_ids:conversational', 'task_ids:dialogue-generation', 'task_ids:dialogue-modeling', 'task_ids:language-modeling', 'task_ids:masked-language-modeling', 'annotations_creators:crowdsourced', 'language_creators:machine-generated', 'multilinguality:monolingual', 'source_datasets:original', 'language:en', 'license:cc-by-nc-4.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for air_dialogue
	


	
		
		Dataset Summary
	

AirDialogue, is a large dataset that contains 402,038 goal-oriented conversations. To collect this dataset, we create a contextgenerator which provides travel and flight restrictions. Then the human annotators are asked to play the role of a customer or an agent and interact with the goal of successfully booking a trip given the restrictions.
News in v1.3:

We have included the test split of the AirDialogue dataset.
We have… See the full description on the dataset page: https://huggingface.co/datasets/google/air_dialogue.",5
google/IndicGenBench_crosssum_in,https://huggingface.co/datasets/google/IndicGenBench_crosssum_in,"['task_categories:summarization', 'language:bn', 'language:gu', 'language:hi', 'language:kn', 'language:ml', 'language:mr', 'language:ta', 'language:te', 'language:ur', 'language:as', 'language:bho', 'language:ne', 'language:or', 'language:pa', 'language:ps', 'language:sa', 'language:awa', 'language:bgc', 'language:bo', 'language:brx', 'language:gbm', 'language:gom', 'language:hne', 'language:hoj', 'language:mai', 'language:mni', 'language:mup', 'language:mwr', 'language:sat', 'license:cc-by-nc-sa-4.0', 'size_categories:10K<n<100K', 'arxiv:2404.16816', 'region:us']","
	
		
		Dataset Card for Dataset Name
	



This repository contains the CrossSum-IN dataset released as a part of the paper ""IndicGenBench: A Multilingual Benchmark to Evaluate Generation Capabilities of LLMs on Indic Languages""
Paper Link: https://arxiv.org/abs/2404.16816

	
		
		Dataset Details
	


	
		
		Overview
	

IndicGenBench is a multilingual, multi-way parallel benchmark for measuring language generation capabilities across diverse user-facing tasks in 29 Indic languages spanning 13… See the full description on the dataset page: https://huggingface.co/datasets/google/IndicGenBench_crosssum_in.",5
allenai/tulu-3-pref-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-pref-personas-instruction-following,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","



	
		
		Dataset Descriptions
	

This dataset contains 19890 preference examples and is synthetically created to enhance models' precise instruction following capabilities while satisfying several constraints. The dataset containts preference pairs (chosen, reject responses) and can be used for preference tuning methods (e.g., PPO, DPO).

	
		
		Dataset Construction
	

To create this dataset, we took a subset of its supervised-tuning version here and convert it into preference dataset.… See the full description on the dataset page: https://huggingface.co/datasets/allenai/tulu-3-pref-personas-instruction-following.",5
mesolitica/Malaysian-Emilia,https://huggingface.co/datasets/mesolitica/Malaysian-Emilia,"['language:en', 'language:ms', 'license:cc-by-nc-4.0', 'size_categories:1M<n<10M', 'region:us']","
	
		
		Malaysian Emilia
	

An Extensive, Multilingual, and Diverse Speech Dataset for Large-Scale Malaysian and Singaporean Speech Generation, where originally from Emilia.
We are improving Malaysian Emilia due to https://github.com/open-mmlab/Amphion/issues/436, check out mesolitica/Malaysian-Emilia-v2

	
		
	
	
		Dataset
	


	
		
	
	
		Clone and Extract
	

We upload as split zip files so you can clone and extract distributedly,
huggingface-cli download --repo-type dataset \
--include… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Malaysian-Emilia.",5
mesolitica/Malaysian-Reasoning,https://huggingface.co/datasets/mesolitica/Malaysian-Reasoning,"['language:ms', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Malaysian Reasoning
	

Long reasoning steps for,

Tatabahasa QA
Maktabah Al Bakri
MaLLM-Bench
Leetcode Hard
DBP Dialects Translation, train and test split at mesolitica/Malay-Dialect-Reasoning
Reverse DBP Dialects Translation, train and test split at mesolitica/Malay-Dialect-Reasoning
IIUM-Confession Human Translation
DeepMath-103K difficulty above than 7 only.


	
		
		Special thanks
	

Thanks to Azril Hafizi for Tatabahasa QA and MaLLM-Bench dataset!
Special thanks to… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Malaysian-Reasoning.",5
mesolitica/Leetcode-Hard-QwQ,https://huggingface.co/datasets/mesolitica/Leetcode-Hard-QwQ,"['language:en', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Leetcode Hard using QwQ
	

Dataset originally from https://huggingface.co/datasets/greengerong/leetcode, only run QwQ on Hard difficulty.
We provide both question and answer to make sure QwQ generate correct steps.
",5
mesolitica/Animal-Sound-Instructions,https://huggingface.co/datasets/mesolitica/Animal-Sound-Instructions,"['language:en', 'size_categories:10K<n<100K', 'format:parquet', 'modality:audio', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Animal Sound Instructions
	

We gathered from,

Birds, birdclef-2021
Insecta, christopher/birdclef-2025
Amphibia, christopher/birdclef-2025
Mammalia, christopher/birdclef-2025

We use Qwen/Qwen2.5-72B-Instruct to generate the answers based on the metadata.

	
	
	
		how to prepare the dataset
	

huggingface-cli download \
mesolitica/Animal-Sound-Instructions \
--include ""*.zip"" \
--repo-type ""dataset"" \
--local-dir './'

wget… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Animal-Sound-Instructions.",5
mesolitica/Speaker-Diarization-Instructions,https://huggingface.co/datasets/mesolitica/Speaker-Diarization-Instructions,"['language:en', 'language:fr', 'size_categories:100K<n<1M', 'format:parquet', 'modality:audio', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Speaker-Diarization-Instructions
	

Convert diarization dataset from https://huggingface.co/diarizers-community into speech instructions dataset and chunk max to 30 seconds because most of speech encoder use for LLM come from Whisper Encoder.
We highly recommend to not include AMI test set from both AMI-IHM and AMI-SDM in training set to prevent contamination. This dataset supposely to become a speech diarization benchmark.

	
		
	
	
		how to prepare the dataset
	

huggingface-cli… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Speaker-Diarization-Instructions.",5
mesolitica/Cantonese-Radio-Description-Instructions,https://huggingface.co/datasets/mesolitica/Cantonese-Radio-Description-Instructions,"['language:zh', 'language:en', 'size_categories:100K<n<1M', 'format:parquet', 'modality:audio', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Cantonese-Radio-Description-Instructions
	

Originally from alvanlii/cantonese-radio, we use Qwen/Qwen2.5-72B-Instruct to generate description based on the transcription.

	
		
		how to prepare the dataset
	

huggingface-cli download \
mesolitica/Cantonese-Radio-Description-Instructions \
--include '*.zip' \
--repo-type ""dataset"" \
--local-dir './'

wget https://gist.githubusercontent.com/huseinzol05/2e26de4f3b29d99e993b349864ab6c10/raw/9b2251f3ff958770215d70c8d82d311f82791b78/unzip.py… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Cantonese-Radio-Description-Instructions.",5
mesolitica/Emilia-Mandarin-Description-Instructions,https://huggingface.co/datasets/mesolitica/Emilia-Mandarin-Description-Instructions,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Emilia-Mandarin-Description-Instructions
	

Originally from mesolitica/Extra-Emilia/mandarin_v2, we use Qwen/Qwen2.5-72B-Instruct to generate description based on the transcription.

	
		
		how to prepare the dataset
	

huggingface-cli download \
mesolitica/Extra-Emilia \
--include 'mandarin-emilia-v2.z*' \
--repo-type ""dataset"" \
--local-dir './'

wget https://gist.githubusercontent.com/huseinzol05/2e26de4f3b29d99e993b349864ab6c10/raw/9b2251f3ff958770215d70c8d82d311f82791b78/unzip.py… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Emilia-Mandarin-Description-Instructions.",5
mesolitica/Malaysian-Emilia-v2,https://huggingface.co/datasets/mesolitica/Malaysian-Emilia-v2,"['language:en', 'language:ms', 'license:cc-by-nc-4.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Malaysian Emilia v2
	

This version 2 should fixed https://github.com/open-mmlab/Amphion/issues/436, an Extensive, Multilingual, and Diverse Speech Dataset for Large-Scale Malaysian and Singaporean Speech Generation. Replicating Emilia on,

	
		
		Dataset
	


	
		
		Clone and Extract
	

We upload as split zip files so you can clone and extract distributedly,
huggingface-cli download --repo-type dataset \
--include '*.zip' \
--local-dir './' \
--max-workers 20 \… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Malaysian-Emilia-v2.",5
bigcode/starcoder2-evaluation,https://huggingface.co/datasets/bigcode/starcoder2-evaluation,"['license:apache-2.0', 'region:us']","This is not a Hugging Face dataset. We are just using it as a Git repository. Click on Files and versions above to see what's here.
",5
bigcode/python-stack-v1-functions-filtered-sc2,https://huggingface.co/datasets/bigcode/python-stack-v1-functions-filtered-sc2,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","Seed dataset utilized for StarCoder2-Instruct's self-alignment pipeline.
",5
bigcode/bigcodebench,https://huggingface.co/datasets/bigcode/bigcodebench,"['language_creators:expert-generated', 'language:code', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2406.15877', 'region:us', 'croissant', 'code']","
	
		
		BigCodeBench
	





The dataset has 2 variants: 

BigCodeBench-Complete: Code Completion based on the structured docstrings.
 BigCodeBench-Instruct: Code Generation based on the NL-oriented instructions.

The overall statistics of the dataset are as follows:

	
		

Complete
Instruct


		
# Task
1140
1140


# Avg. Test Cases
5.6
5.6


# Avg. Coverage
99%
99%


# Avg. Prompt Char.
1112.5
663.2


# Avg. Prompt Line
33.5
11.7

# Avg. Prompt Char. (Code)
1112.5
124.0


# Avg. Solution Char.… See the full description on the dataset page: https://huggingface.co/datasets/bigcode/bigcodebench.",5
bigcode/bigcodereward,https://huggingface.co/datasets/bigcode/bigcodereward,"['task_categories:text-generation', 'task_categories:text-ranking', 'language:en', 'license:bigcode-openrail-m', 'size_categories:1K<n<10K', 'format:parquet', 'modality:image', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2510.08697', 'region:us', 'code-generation', 'code-evaluation', 'human-preferences', 'elo-rating', 'reward-modeling', 'llm-evaluation', 'multilingual']","
	
		
		BigCodeArena: Unveiling More Reliable Human Preferences in Code Generation via Execution
	


  


Paper | Code | Project Page (Hugging Face Space)

	
		
	
	
		About BigCodeArena
	

BigCodeArena is an open human evaluation platform for code generation, built on top of Chatbot Arena with a comprehensive and on-the-fly execution environment. It enables the execution of LLM-generated code and allows humans to interact with execution processes and outcomes, addressing the challenge of… See the full description on the dataset page: https://huggingface.co/datasets/bigcode/bigcodereward.",5
huggingface/label-files,https://huggingface.co/datasets/huggingface/label-files,['region:us'],"This repository contains the mapping from integer id's to actual label names (in HuggingFace Transformers typically called id2label) for several datasets.
Current datasets include:

ImageNet-1k
ImageNet-22k (also called ImageNet-21k as there are 21,843 classes)
COCO detection 2017
COCO panoptic 2017
ADE20k (actually, the MIT Scene Parsing benchmark, which is a subset of ADE20k)
Cityscapes
VQAv2
Kinetics-700
RVL-CDIP
PASCAL VOC
Kinetics-400
...

You can read in a label file as follows (using… See the full description on the dataset page: https://huggingface.co/datasets/huggingface/label-files.",5
jaeyong2/vi-rag-cot,https://huggingface.co/datasets/jaeyong2/vi-rag-cot,"['language:vi', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']",">>> from datasets import load_dataset

>>> ds = load_dataset(""jaeyong2/vi-rag-cot"", split=""train"")
>>> ds
Dataset({
    features: ['context', 'Question', 'RAW Ground Truth', 'Thinking', 'Final Answer'],
    num_rows: 160098
})


	
		
	
	
		Development Process
	


source dataset from vietgpt/news_summarization_vi and vietgpt/wikipedia_vi
We used Qwen/Qwen2-72B-Instruct model to generate answer with COT.
	
		
		License
	


Qwen/Qwen2.5-72B-Instruct :… See the full description on the dataset page: https://huggingface.co/datasets/jaeyong2/vi-rag-cot.",5
Fuleee/springboot-code-completion-dataset,https://huggingface.co/datasets/Fuleee/springboot-code-completion-dataset,"['task_categories:text-generation', 'task_categories:fill-mask', 'language:zh', 'license:mit', 'size_categories:10K<n<100K', 'modality:text', 'region:us', 'java', 'spring-boot', 'code-completion', 'peft', 'lora', 'qlora', 'code-dataset', 'instruction-tuning']","
	
		
		Spring Boot Code Completion Dataset
	


	
		
		概述
	

这是一个专为 Spring Boot 框架代码补全任务设计的中文优先数据集。通过从 GitHub 上 90 个高质量开源 Spring Boot 项目中提取方法级、类级代码片段及配置文件，构建而成。数据集重点突出 Spring Boot 典型特征（注解驱动、依赖注入、配置绑定等），适用于参数高效微调（PEFT，如 LoRA/QLoRA）下的代码生成研究。

	
		
		数据集统计
	


总样本数：81,085 条  
训练集：64,868 条  
验证集：8,108 条  
测试集：8,109 条  
优先级 2 样本数（含典型 Spring Boot 特征，如 @RestController、@Service、@Entity 等）：19,740 条  
优先级 2 占比：24.34%


	
		
		数据格式（Alpaca 风格）
	

每条数据为 JSON 对象，包含以下字段：
{
  ""instruction"": ""请在Spring… See the full description on the dataset page: https://huggingface.co/datasets/Fuleee/springboot-code-completion-dataset.",5
allenai/Dolci-RL-Zero-General-7B,https://huggingface.co/datasets/allenai/Dolci-RL-Zero-General-7B,"['task_categories:reinforcement-learning', 'language:en', 'license:odc-by', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'arxiv:2512.13961', 'region:us']","
	
		
		Dolci-RL-Zero-General-7B
	


	
		
		Dataset Summary
	

Dolci-RL-Zero-General-7B is the reinforcement learning dataset used to train the Olmo3-RL-Zero-7B-General model.It contains 12,841 general chat prompts sampled from the larger Dolci-Think-RL mixture. The reward was dervied by using an LM judge.


	
		
		Downloading
	

You can download and load this data using HuggingFace's datasets library with the following code:
from datasets import load_dataset
dataset =… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-RL-Zero-General-7B.",5
allenai/Dolci-Instruct-SFT-Tool-Use-SA,https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-Tool-Use-SA,"['license:cc-by-sa-4.0', 'size_categories:1K<n<10K', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'arxiv:2512.13961', 'region:us']","A subset of our tool use data for Olmo 3 7B Instruct. To see more, refer to the rest of the tool use dataset and our main SFT data. 

	
		
		License
	

Dolci-Instruct-SFT-Tool-Use-SA is licensed under the Share-Alike CC BY-SA license. It is intended for research and educational use in accordance with Ai2's Responsible Use Guidelines.

	
		
		Citation
	

@misc{olmo2025olmo3,
title={Olmo 3},
author={Team Olmo and Allyson Ettinger and Amanda Bertsch and Bailey Kuehl and David Graham and David… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-Tool-Use-SA.",5
open-llm-leaderboard-old/details_mwitiderrick__open_llama_3b_code_instruct_0.1,https://huggingface.co/datasets/open-llm-leaderboard-old/details_mwitiderrick__open_llama_3b_code_instruct_0.1,['region:us'],"
	
		
		Dataset Card for Evaluation run of mwitiderrick/open_llama_3b_code_instruct_0.1
	



Dataset automatically created during the evaluation run of model mwitiderrick/open_llama_3b_code_instruct_0.1 on the Open LLM Leaderboard.
The dataset is composed of 63 configuration, each one coresponding to one of the evaluated task.
The dataset has been created from 1 run(s). Each run can be found as a specific split in each configuration, the split being named using the timestamp of the run.The… See the full description on the dataset page: https://huggingface.co/datasets/open-llm-leaderboard-old/details_mwitiderrick__open_llama_3b_code_instruct_0.1.",5
allenai/Dolci-RL-Zero-IF-7B,https://huggingface.co/datasets/allenai/Dolci-RL-Zero-IF-7B,"['task_categories:reinforcement-learning', 'language:en', 'license:odc-by', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'arxiv:2512.13961', 'region:us']","
	
		
		Dolci RL-Zero IF
	

Dolci RL-Zero IF is a dataset of 13.3k instruction-following prompts and answers for RLVR training of Olmo 3 7B RL-Zero IF 
This dataset was collected from the instruction-following subset of Dolci Think SFT 7B, see the Olmo 3 paper for details.

	
		
		Downloading
	

You can download and load this data using HuggingFace's datasets library with the following code:
from datasets import load_dataset
dataset = load_dataset(""allenai/Dolci-RL-Zero-IF-7B"", split=""train"",)… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-RL-Zero-IF-7B.",5
Saxo/alpaca_function_calling_dataset,https://huggingface.co/datasets/Saxo/alpaca_function_calling_dataset,"['language:ko', 'language:en', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'alpaca format', 'function calling', 'dataset']","


  
AI 와 빅데이터 분석 전문 기업인 Linkbricks(www.linkbricks.com)의 데이터사이언티스트인 지윤성(Saxo) 박사가 만든 llm RAG를 위한 function calling 학습용 데이터셋으로 llam3 instruct format인 mzbac/function-calling-llama-3-format-v1.1 을 Alpaca Format으로 변경. 
Changed the llam3 instruct format, mzbac/function-calling-llama-3-format-v1.1, to Alpaca Format as a dataset for learning function calling for the llm RAG, created by Dr. Ji Yun Sung(Saxo), a data scientist at Linkbricks (www.linkbricks.com), a company specializing in AI and big… See the full description on the dataset page: https://huggingface.co/datasets/Saxo/alpaca_function_calling_dataset.",5
emre/llama-2-instruct-121k-code,https://huggingface.co/datasets/emre/llama-2-instruct-121k-code,"['size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""llamaV2Instruct-121k-code""
	

More Information needed
",5
mesolitica/chatgpt-noisy-translation-banjarese,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-banjarese,"['task_categories:translation', 'language:ms', 'region:us']","
	
		
		ChatGPT3.5 Noisy Translation Banjarese
	

Notebooks at https://github.com/mesolitica/malaysian-dataset/tree/master/translation/chatgpt3.5-nllb-bjn
",5
mesolitica/chatgpt-noisy-translation-facebook,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-facebook,"['task_categories:translation', 'language:ms', 'region:us']","
	
		
		ChatGPT3.5 Noisy Translation Facebook
	

Notebooks at https://github.com/mesolitica/malaysian-dataset/tree/master/translation/chatgpt3.5-facebook
",5
mesolitica/chatgpt-noisy-translation-iium-confession,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-iium-confession,"['task_categories:translation', 'language:ms', 'region:us']","
	
		
		ChatGPT3.5 Noisy Translation IIUM Confession
	

Notebooks at https://github.com/mesolitica/malaysian-dataset/tree/master/translation/chatgpt3.5-iium-confession
",5
mesolitica/chatgpt-noisy-translation-twitter,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-twitter,"['task_categories:translation', 'language:ms', 'region:us']","
	
		
		ChatGPT3.5 Noisy Translation Twitter
	

Notebooks at https://github.com/mesolitica/malaysian-dataset/tree/master/translation/chatgpt3.5-twitter
",5
internlm/Spark-Data,https://huggingface.co/datasets/internlm/Spark-Data,"['task_categories:image-text-to-text', 'task_categories:question-answering', 'language:en', 'license:cc-by-nc-4.0', 'size_categories:10K<n<100K', 'arxiv:2509.22624', 'region:us', 'math', 'RL', 'GRPO', 'multimodal', 'vision-language-model']","
  



	
		
		Spark-Data
	

Paper | Github Repository | Models

	
		
		Data Introduction
	

This repository stores the datasets used for training 🤗Spark-VL-7B and Spark-VL-32B, as well as a collection of multiple mathematical benchmarks covered in the SPARK: Synergistic Policy And Reward Co-Evolving Framework paper.
infer_data_ViRL_19k_h.json is used for training Spark-VL-7B.
infer_data_ViRL_hard_24k_h.json is used for training Spark-VL-32B.
benchmark_combine.json and… See the full description on the dataset page: https://huggingface.co/datasets/internlm/Spark-Data.",5
internlm/OREAL-RL-Prompts,https://huggingface.co/datasets/internlm/OREAL-RL-Prompts,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2502.06781', 'region:us', 'math', 'reinforcement-learning', 'reasoning']","
	
		
		OREAL-RL-Prompts
	


	
		
		Links
	


Arxiv
Github
OREAL-7B Model
OREAL-32B Model
Data


	
		
	
	
		Introduction
	

This repository contains the prompts used in the RL training phase of the OREAL project. The prompts are collected from MATH, Numina, and historical AMC/AIME (2024 is excluded). The pass rate of the prompts are calculated with 16 times of inference with OREAL-7B-SFT.
",5
internlm/Condor-SFT-20K,https://huggingface.co/datasets/internlm/Condor-SFT-20K,"['task_categories:text-generation', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2501.12273', 'region:us']","
	
		
		Condor
	




	
		
		✨ Introduction
	

[🤗 HuggingFace Models]
[🤗 HuggingFace Datasets]
[📃 Paper]





The quality of Supervised Fine-Tuning (SFT) data plays a critical role in enhancing the conversational capabilities of Large Language Models (LLMs).
However, as LLMs become more advanced, 
the availability of high-quality human-annotated SFT data has become a significant bottleneck, 
necessitating a greater reliance on synthetic training data. 
In this work, we introduce… See the full description on the dataset page: https://huggingface.co/datasets/internlm/Condor-SFT-20K.",5
allenai/Dolci-Instruct-SFT-Tool-Use,https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-Tool-Use,"['size_categories:100K<n<1M', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'arxiv:2512.13961', 'region:us']","Our new tool-use data for Olmo 3 Instruct models.
For the full dataset, documentation, etc. see the main dataset card.
This dataset is licensed under ODC-BY. It is intended for research and educational use in accordance with Ai2's Responsible Use Guidelines.

	
		
		Citation
	

@misc{olmo2025olmo3,
title={Olmo 3},
author={Team Olmo and Allyson Ettinger and Amanda Bertsch and Bailey Kuehl and David Graham and David Heineman and Dirk Groeneveld and Faeze Brahman and Finbarr Timbers and Hamish… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-Tool-Use.",5
