dataset_id,link,closed_model
PJMixers-Dev/C2-Logs-R1T2-Chimera-all,https://huggingface.co/datasets/PJMixers-Dev/C2-Logs-R1T2-Chimera-all,True
PJMixers-Dev/foundRP-R1T2-Chimera-all,https://huggingface.co/datasets/PJMixers-Dev/foundRP-R1T2-Chimera-all,False
PJMixers-Dev/C2-Logs-Sonnet-4.5-all,https://huggingface.co/datasets/PJMixers-Dev/C2-Logs-Sonnet-4.5-all,True
PJMixers-Dev/Some-RP-v2-R1T2-Chimera-all,https://huggingface.co/datasets/PJMixers-Dev/Some-RP-v2-R1T2-Chimera-all,False
allenai/ultrafeedback_binarized_cleaned_train,https://huggingface.co/datasets/allenai/ultrafeedback_binarized_cleaned_train,False
openai/mrcr,https://huggingface.co/datasets/openai/mrcr,True
google/fleurs,https://huggingface.co/datasets/google/fleurs,False
google/docci,https://huggingface.co/datasets/google/docci,False
google/IFEval,https://huggingface.co/datasets/google/IFEval,False
mesolitica/Malay-Dialect-Instructions,https://huggingface.co/datasets/mesolitica/Malay-Dialect-Instructions,False
mesolitica/CompA-R-Instructions,https://huggingface.co/datasets/mesolitica/CompA-R-Instructions,False
mesolitica/Zeroshot-Audio-Classification-Instructions,https://huggingface.co/datasets/mesolitica/Zeroshot-Audio-Classification-Instructions,False
mesolitica/Malaysian-Normalizer,https://huggingface.co/datasets/mesolitica/Malaysian-Normalizer,False
mesolitica/Audio-Adversarial-Instructions,https://huggingface.co/datasets/mesolitica/Audio-Adversarial-Instructions,False
openai/ih-challenge,https://huggingface.co/datasets/openai/ih-challenge,False
openai/MMMLU,https://huggingface.co/datasets/openai/MMMLU,False
allenai/RLVR-IFeval,https://huggingface.co/datasets/allenai/RLVR-IFeval,False
allenai/tulu-3-sft-reused-on-policy-8b,https://huggingface.co/datasets/allenai/tulu-3-sft-reused-on-policy-8b,True
allenai/tulu-3-IF-augmented-on-policy-8b,https://huggingface.co/datasets/allenai/tulu-3-IF-augmented-on-policy-8b,True
allenai/tulu-3-ultrafeedback-cleaned-on-policy-8b,https://huggingface.co/datasets/allenai/tulu-3-ultrafeedback-cleaned-on-policy-8b,False
allenai/llama-3.1-tulu-3-8b-preference-mixture,https://huggingface.co/datasets/allenai/llama-3.1-tulu-3-8b-preference-mixture,True
allenai/tulu-3-sft-reused-on-policy-70b,https://huggingface.co/datasets/allenai/tulu-3-sft-reused-on-policy-70b,True
bigcode/commits-pjj-2048,https://huggingface.co/datasets/bigcode/commits-pjj-2048,False
bigcode/guanaco-commits,https://huggingface.co/datasets/bigcode/guanaco-commits,True
bigcode/guanaco-commits-m,https://huggingface.co/datasets/bigcode/guanaco-commits-m,False
mesolitica/MusicBench-Instructions,https://huggingface.co/datasets/mesolitica/MusicBench-Instructions,False
mesolitica/Transcription-Instructions,https://huggingface.co/datasets/mesolitica/Transcription-Instructions,False
NickyNicky/aya_dataset_multilingual_chatml_gemma,https://huggingface.co/datasets/NickyNicky/aya_dataset_multilingual_chatml_gemma,False
NickyNicky/10k_prompts_ranked_all_chatml_json_gemma,https://huggingface.co/datasets/NickyNicky/10k_prompts_ranked_all_chatml_json_gemma,False
NickyNicky/Iker-Colossal-Instruction-Translation-EN-ES_deduplicated,https://huggingface.co/datasets/NickyNicky/Iker-Colossal-Instruction-Translation-EN-ES_deduplicated,True
NickyNicky/Iker-Colossal-Instruction-Translation-EN-ES_deduplicated_length_3600,https://huggingface.co/datasets/NickyNicky/Iker-Colossal-Instruction-Translation-EN-ES_deduplicated_length_3600,True
allenai/tulu-3-IF-augmented-on-policy-70b,https://huggingface.co/datasets/allenai/tulu-3-IF-augmented-on-policy-70b,True
allenai/tulu-3-ultrafeedback-cleaned-on-policy-70b,https://huggingface.co/datasets/allenai/tulu-3-ultrafeedback-cleaned-on-policy-70b,True
allenai/llama-3.1-tulu-3-70b-preference-mixture,https://huggingface.co/datasets/allenai/llama-3.1-tulu-3-70b-preference-mixture,True
allenai/tulu-3-sft-prompts-ultrafeedback,https://huggingface.co/datasets/allenai/tulu-3-sft-prompts-ultrafeedback,True
allenai/pixmo-ask-model-anything,https://huggingface.co/datasets/allenai/pixmo-ask-model-anything,True
allenai/DataDecide-eval-results,https://huggingface.co/datasets/allenai/DataDecide-eval-results,False
allenai/DataDecide-eval-instances,https://huggingface.co/datasets/allenai/DataDecide-eval-instances,False
jaeyong2/Id-emb-PreView,https://huggingface.co/datasets/jaeyong2/Id-emb-PreView,False
jaeyong2/Ja-emb-PreView,https://huggingface.co/datasets/jaeyong2/Ja-emb-PreView,False
jaeyong2/Thai-emb-PreView,https://huggingface.co/datasets/jaeyong2/Thai-emb-PreView,False
jaeyong2/Viet-emb-PreView,https://huggingface.co/datasets/jaeyong2/Viet-emb-PreView,False
jaeyong2/Ko-functioncall,https://huggingface.co/datasets/jaeyong2/Ko-functioncall,False
jaeyong2/RAG-COT-En_KO,https://huggingface.co/datasets/jaeyong2/RAG-COT-En_KO,False
jaeyong2/FineFineWeb-Ko,https://huggingface.co/datasets/jaeyong2/FineFineWeb-Ko,False
jaeyong2/LAION-art-EN-improved-captions-translate,https://huggingface.co/datasets/jaeyong2/LAION-art-EN-improved-captions-translate,False
NickyNicky/oasst2_chatml,https://huggingface.co/datasets/NickyNicky/oasst2_chatml,False
NickyNicky/aya_dataset_multilingual_chatml_gemma_response_json_V2,https://huggingface.co/datasets/NickyNicky/aya_dataset_multilingual_chatml_gemma_response_json_V2,False
allenai/DataDecide-data-recipes,https://huggingface.co/datasets/allenai/DataDecide-data-recipes,
allenai/coqa_mc,https://huggingface.co/datasets/allenai/coqa_mc,False
allenai/IF_multi_constraints_upto5,https://huggingface.co/datasets/allenai/IF_multi_constraints_upto5,False
allenai/omega-transformative,https://huggingface.co/datasets/allenai/omega-transformative,False
allenai/IFBench_test,https://huggingface.co/datasets/allenai/IFBench_test,False
allenai/IFBench_multi-turn,https://huggingface.co/datasets/allenai/IFBench_multi-turn,False
allenai/omega-500,https://huggingface.co/datasets/allenai/omega-500,False
NickyNicky/Colossal_Translation_EN_ES_ORPO_DPO_Gemma,https://huggingface.co/datasets/NickyNicky/Colossal_Translation_EN_ES_ORPO_DPO_Gemma,False
allenai/molmo2-single-object-track,https://huggingface.co/datasets/allenai/molmo2-single-object-track,False
allenai/Molmo2-MultiImageQA,https://huggingface.co/datasets/allenai/Molmo2-MultiImageQA,True
